B^{1/4}[MeV], Delta[MeV], m_s[MeV], c[1] 
195.5262289133783 929.9774275051442 96.3938138017005 0.2850960960202482
141.44035937378445 995.9008662242695 117.95330343258635 0.8759525124435376
172.50226472236568 663.9889698328857 105.1059156304312 0.7069035323254333
64.92602291442435 904.5033166994549 90.74157588112715 0.7201333868688685
165.48602481122796 831.1151859574321 116.29706660787198 0.05484129047361974
72.37750763252093 86.99286725272715 116.93377547730667 0.7442582531465822
105.94025215315706 654.3302909564871 85.0613443154513 0.08827420930126562
69.29047557477539 770.325460644601 81.18218143993064 0.042562072996569555
29.37910855861756 502.44441833271804 91.86492735571119 0.5749647050164297
81.87599916898807 71.62789356862787 95.99294807438501 0.3913793516032361
181.91257959781797 844.7723059489169 119.50315465825804 0.8017429144491263
147.04597909514575 993.6567103681089 110.04340221765106 0.4643767936137595
189.32575483867112 227.8778054120767 98.51321818689875 0.9221743985539763
174.07505641838682 885.9853026776859 88.86848858089928 0.015988773816906887
79.67987913572313 37.712974453956605 109.64890626723978 0.15811462866152481
56.91620458216393 817.3905896980874 111.73127372388895 0.8830289486406775
20.05296653647317 604.159655048034 94.08582930334093 0.02977201489782233
137.40035888800492 430.7943134372789 105.08432222942771 0.9020551209165734
91.10357609405126 146.1184131566431 97.77425296121895 0.8083181728491163
186.84557121743808 980.0100278308116 81.61105164208647 0.7412513544896978
132.95824220423754 161.3047986408026 107.80927508378588 0.907020092361529
11.326018076492627 716.9519767493337 86.06373044122557 0.8073239223452645
44.317246930035694 816.7429459220881 106.41442017510839 0.014765744629001154
47.96797359538392 890.165983314 98.60230127831726 0.6168115222691889
30.17175351624315 432.6318067835655 81.83749227050615 0.40742133119204904
125.30991449822571 485.1552722547474 86.59933576615349 0.20094553769301882
92.96214954156858 40.37346785632045 114.17135677054472 0.3438607519672413
114.33240365402844 340.05657108567124 105.27193708845107 0.5939227847249301
187.59652811744024 885.260000173453 113.92889945058654 0.17531023637226484
99.38430770575152 938.8704169821684 108.56609942563554 0.733522522200105
140.5939573106948 365.6433831535615 89.97376968729287 0.5936297609804922
94.52452969828427 28.445817113157634 115.47686454011247 0.060381298585142296
143.5273067507286 239.75140691375063 109.03303746801127 0.33134096287270476
97.8386308324907 731.2783802591714 111.71667101733559 0.9883053787511146
48.563340057113535 765.6442685162566 96.33852695653658 0.5095713058849678
36.19202334771061 110.19077716530235 117.91939173149339 0.35289720602244723
65.8368947254417 552.2546532663433 102.73136855061054 0.14859726550076224
141.4566999931579 783.0501575993841 118.98675504048256 0.3194120954828934
86.15510958717853 70.07028341264187 104.38011417050586 0.38906868273742745
82.58245786325429 994.4222201304709 108.23368425137355 0.022811286113138762
111.92690692321243 325.92716920480956 84.61863575779799 0.6641367713464914
153.16613743518445 988.8904088210713 106.75425759240935 0.9583438942387859
109.80059075010118 754.3448868900657 86.1937892549645 0.37890933311612374
159.6911643527687 545.0045551873118 111.89547115414064 0.8762515749903805
180.8215650796663 276.00107808220855 110.53420942608084 0.5937012881284826
153.89446271267474 843.0715849805551 117.21728235661915 0.4483842771835127
46.627575484455576 934.8365552499333 97.14686925255134 0.8793028356148123
65.10966952547383 95.26286319808652 89.25871927621611 0.437569494774699
97.12235941763565 376.10944539442835 116.64242469352557 0.47035290288409193
33.71905362741687 158.81748209280656 109.98275909131212 0.16539858849413291
103.68195863838687 679.842558967508 112.32140373438801 0.5859404161717708
125.68806657745246 344.1901735508579 96.64017056977065 0.9825038564881692
8.30312199271026 390.98710333066424 87.66026541206377 0.768403249339821
33.375286696356184 477.4034476289086 119.66397889109837 0.7870815323126309
120.26558082218486 358.8083208526605 99.44595980156905 0.5484676103794764
114.38490598337776 53.34659590503043 90.82138499944939 0.6749523701370425
130.40258349274072 763.8693104078437 94.11585327255352 0.6504308076081561
50.44903120960751 76.82417766687888 100.80187494349393 0.7801958506863094
44.35791172566892 691.283342756314 100.3892334307645 0.6239057639280391
60.3742357853124 13.360509003469856 111.05108845097078 0.06445734574609807
90.72610063888797 899.218528912541 114.46285796727872 0.5214717160592705
1.0341296506201747 117.16829477454537 88.90357480248059 0.82617221079822
189.128327068715 414.3920493732265 98.81878464309136 0.6933645236951302
118.25391554519248 567.6859304983913 115.53026050483177 0.13133616723730734
80.89078467655013 721.4797735423716 104.55288751708768 0.334064878541922
57.65169485677326 423.9582270765375 118.19243688841625 0.2553795696479977
148.25010415665318 580.4027964262256 114.05820778972807 0.9714903468036086
49.721994401519765 178.80081988991802 90.61911804597908 0.46284589052754355
121.2172234905969 399.9711940477365 86.21985571830551 0.5843514816148043
0.4768726925181488 480.2770084896726 83.6682752948047 0.759545894321828
30.582675126193458 261.72401969556756 115.83494754518931 0.7343028423979896
129.42608902934057 469.0913995485424 103.70087796541509 0.31383306202437367
67.28849695628128 74.99445582973696 98.974553305976 0.32595029584926216
7.971424309479014 147.4751336789638 118.0677115224416 0.728725808603017
84.55922582530482 902.9561224468841 96.49184249675871 0.2750140015934811
140.14532891166965 261.2594697393761 81.90508141285405 0.7733081185397391
139.05220191000095 514.1293226498161 113.84596659802932 0.4664751705180876
36.92852976575007 409.2828469949019 110.6798745312879 0.5220621700383219
150.06047055454724 856.0324859679444 82.55495376397872 0.9574649086008612
151.3248023879516 438.1521473798632 80.12588763898815 0.1704110754752438
155.9252835557761 497.67592305190624 108.8589581541931 0.3265612938615178
120.81280136217336 715.9045852543962 103.28296411799735 0.8632135277135907
82.67070148322826 634.7036392331339 82.73583385044044 0.17042757886882176
168.36175630395135 363.564194778881 84.51634412858363 0.19593381317836167
159.36014903173023 798.6696189942303 94.6235920921691 0.5338945779177225
144.93844278865572 22.725254221223736 117.60569300610943 0.3488995344611374
63.7943913666233 242.38969151462442 92.87136663765162 0.4007401319676063
90.58899478555524 783.2863918462975 84.59574086592579 0.07817619334023862
154.36252104315 794.0206874868737 116.84636968960177 0.10030974034188322
188.4322830920113 557.748589489091 91.37480121171853 0.6447693329658689
121.37683758498146 292.77045471657647 102.95960670045437 0.3900607089247513
176.8669112922084 209.59899287309048 109.08780149698396 0.20322080161344358
89.14209121196599 786.4287070470283 117.26126010912012 0.7394014378829923
33.544653814597616 111.58513388830416 86.67044151185617 0.44534671641795043
181.64920958268266 505.3930736004543 90.34004139667925 0.9207049844113315
127.05279335241029 422.07194287737235 114.94428998845045 0.38007061154282673
90.395338634048 945.0586983617836 117.83166113654204 0.8044070746754131
93.83539224812748 709.4891965812735 107.38710846488343 0.9971836245535541
143.76125104043598 129.17069006635896 81.8936071192929 0.4182172102475431
26.296374046659277 855.0232286134755 95.04029432248082 0.703056997170769
130.94693921590854 365.907588749845 102.63580600149521 0.14687202847867975
34.30303760941105 69.99034694814065 98.03485916307714 0.07642544707553345
51.22661347701454 883.9677730595757 112.14913602088461 0.8359988140043123
9.199609313707825 205.58436108866195 104.99007077340755 0.6227119513006166
181.79346422558666 442.43113744973937 95.70975140379518 0.8061499420315824
174.91996522347804 252.41755070174898 91.77917297895279 0.009418212572359419
