B^{1/4}[MeV], Delta[MeV], m_s[MeV], c[1] 
389.780270663424 338.37446345820786 286.16161775539877 0.443203672715114
209.01387660689892 82.82031172759852 334.5614000978994 0.16110093477225557
90.3419646016646 54.776423717123095 293.86585486753904 0.43868790371238087
184.04244690784154 102.51972567396787 314.791220344555 0.028336982413061283
160.62468357638352 142.85579008340943 170.49522373759262 0.5931026233289532
49.52991532443302 314.0298918414279 318.07989257487253 0.03382861154804719
386.8580823800932 105.16144885341893 236.04242626223578 0.11227644800763499
340.22691877397034 207.1181793419732 348.63205621072666 0.10732726401150394
234.19107121573077 30.197415565876685 115.88369960899954 0.20694331470642066
10.416413317512253 243.92719888418284 244.26562164379234 0.5615704988280189
81.82776129647806 384.0247974262933 385.7916713839896 0.3017402323608874
319.4190381769406 246.63630147896507 296.7059269723393 0.0510892336341721
206.70099961399316 159.769859848686 186.8849826104617 0.2826977616181033
345.15816099048686 273.1940742771126 204.07874384851468 0.44717195154480927
150.7381854453716 176.90539772252606 130.67693839710213 0.24022880892277712
240.30562538387545 343.2345359512806 347.93569776452665 0.3980894916543518
378.96536710606284 108.55362122956687 347.4015439232858 0.1390507198603041
39.51861175565804 75.13958910181218 32.95303606636043 0.26463425854641626
163.90661372404617 227.90391761889416 125.22612183489309 0.5603203536113605
83.04705146254975 245.1388832472833 363.72066099890765 0.518614091329177
23.209670326399483 212.5401673522239 50.36832562346683 0.2533659865171216
101.21908261320137 16.536784913865112 331.86552699360334 0.035143803255219354
352.603857032844 226.2297287969159 251.13149382394764 0.3817295754579416
86.94495949886777 125.24210935160056 229.7175329445594 0.13755533385522206
219.23672097050036 309.6525615921274 203.76410791557714 0.24044643779887842
120.63690531888946 101.6216004173893 131.13748029370058 0.41809920216847646
331.8404116927214 295.4725957506029 78.27348518270773 0.5156386338643911
39.18786456053287 89.50909662156171 83.49606929872682 0.4385919416562638
377.5104981321263 213.75154357050414 46.26114416642913 0.1784357051759769
248.9633275506985 260.28701481612916 207.26242424534308 0.47084202012500714
42.94952810073962 383.4037964281303 84.46266191861538 0.0012092843744827553
23.008997233959615 127.22531006276378 26.49177645332854 0.15226963545101127
366.5939252454659 361.61063376247887 287.4623511938353 0.0005996105962777331
348.00245962270475 105.3266731029666 358.5647150341538 0.14822731115668378
182.78392938247316 288.89947182849954 179.04619895217803 0.04904082620066994
163.85565500120865 318.62735233814703 119.35869296680197 0.28578838720442745
369.02534067942497 11.378003877188686 308.61936907550785 0.2767862527997551
393.8591629879748 21.117558300148552 49.51489647506262 0.5088659157901105
206.68817166447386 285.31849098270754 313.57744476136867 0.3608557324212156
73.09449218762953 252.21479463786682 99.29327922029317 0.062227241711063815
341.4521038424549 289.52875079572755 88.35464641825075 0.3933656528614021
281.7281855448259 43.931422169130684 50.475638751089214 0.2322914290200662
27.99664901953651 192.90141180749498 149.8517764498716 0.046683129829813576
287.60982700626073 397.3013659684889 344.6756559744648 0.06422870423166735
346.0910302583231 152.04545649444273 263.0481567970479 0.16158967111874029
115.04120903334277 199.13277459327486 162.44954468673924 0.18039395004814368
283.537345828982 299.0941864102777 300.5944251495178 0.5788589594668591
60.63058851061965 74.45374075021753 119.32097686713423 0.13675039681991805
29.060456328917667 259.11060489852366 183.4420359023564 0.5298705661484505
176.3369015913814 148.77466073621645 304.7567634444269 0.5701555258537166
295.1872162788541 57.99735942895672 207.3536018174974 0.19803129010067347
355.9122870007847 292.34165440645864 85.51052222167658 0.0221259790145381
106.25642905470579 89.38570986778944 153.59275653304252 0.2337900246548835
330.6561468770994 239.96508926716248 109.55219499670221 0.5880640717045409
300.8012927503396 97.45742059962483 130.6192082242353 0.1705718738164945
217.3382759851625 189.4964614086618 61.39827495194206 0.3206020953626474
333.3353737781589 23.336190599370113 117.39545125864261 0.4182837384752682
260.57573517712 290.9060892170383 243.89722241557226 0.0028959335668534035
255.64564520068086 277.2044136579904 214.085133319282 0.5579841470704525
328.9774989393253 56.61391133294365 25.857810886872443 0.4194246994401633
195.8226306752837 163.2015011635049 133.59671302147603 0.27993112023735867
179.3072554462223 306.6887093223878 351.51340341271083 0.5304723644167244
147.49555613752267 14.836999658620735 330.5313680849116 0.19951436656872315
363.651286670432 308.11171157335707 227.85711458495442 0.48029638651877155
328.67664889122517 292.80435815363427 117.80206103080343 0.4021977361711211
116.18808945939642 25.482298146265435 216.50415838419528 0.2607950346126065
274.9530701557103 264.22146615954694 248.9503378628629 0.590400687288319
120.59921481920215 182.02222476732544 93.88794623422692 0.5690052510207234
198.43364814371242 217.89045732053756 41.6103691600802 0.04864976101132172
209.5827579817217 236.23765048660832 21.684707747417214 0.001514882427648878
78.74106760675454 107.10836394450439 396.53300043717957 0.22459498572564704
159.70830467021887 55.36479176772212 86.78425973685124 0.443663053047422
