B^{1/4}[MeV], Delta[MeV], m_s[MeV], c[1] 
257.884556440305 88.82524135894447 235.59824436920877 0.08740407531234315
391.1591245724189 181.62880993694995 319.91303869465116 0.5868416458126935
38.35913921177961 338.8797655292155 115.77912419580123 0.28700703627431395
40.90076487796699 177.35985872003224 216.02876740518457 0.5904702598416675
136.26197835116562 324.9464564445848 171.6594476876287 0.3029939985364725
176.59649426265375 301.81433226156656 247.90734643214637 0.3976245540535433
49.903423812004675 349.1557137058618 285.6225031266842 0.28926123975769613
186.20929136790394 214.06539542343285 158.80153829352483 0.15702588784939445
104.2203036167353 198.2698126238892 169.52128149172813 0.3429806830080753
41.38444492677154 217.13007136632558 41.29122432962245 0.40523688459411883
312.75679585675346 165.05863101400962 260.3926237965829 0.14534476708582025
97.09773666589199 215.0127046086128 175.57396951082467 0.10055363664244384
45.35429747379066 14.272879153538621 130.79606381904 0.27041570292042544
264.3963220620858 51.014539935391184 166.56053609007225 0.513715242006576
202.73221421122594 236.2101997687568 171.20064650116896 0.2804625460687254
200.05187140120404 330.55427467760717 89.76053916524195 0.4850735591411032
129.46334706492513 48.34105868191508 237.40860464703013 0.5584349762833826
316.8312912379359 398.94079155427573 168.82449950680342 0.3027129634646805
319.05627869814515 118.69313454302629 365.0460544086871 0.09250166008888956
128.4730994766133 143.45121471172214 319.35366161874515 0.4511042330642896
193.5557036140177 129.43972157669083 76.91342737435362 0.5440361853899613
219.7260600034605 97.68057973323005 176.2007969491542 0.08575469136634488
83.78802697185945 51.24110164531113 296.418713961196 0.199773700522173
134.19491166096344 256.85520419669183 290.11904933942037 0.5833876869718416
143.2264142091016 113.83113056824195 369.0534110789145 0.27370954810917825
144.81195210758423 19.38092666847377 148.67306285996492 0.47353338354240837
29.043414038976657 53.46269007211294 263.74507879765565 0.12537649013257848
207.85937925859827 73.9045645210871 144.43357935301586 0.06455288615978712
236.1232418273109 152.2724341339597 298.6120077417445 0.46418310175417177
296.0056014864914 264.2582866261541 231.2064030391019 0.4989742504452853
392.28215750169625 135.70730791856215 104.80730970688506 0.0181828635849824
318.3403419794939 89.05786226955465 147.25294268293058 0.41993206943912026
266.2935775570587 86.74809990274849 361.74246621741315 0.38652802762831673
109.92477280520428 327.8193189955687 389.5156817897161 0.3270346850609168
197.99917209632605 17.74661053471764 196.17676754404488 0.204174545105493
285.36176803113875 25.316993016089604 44.81902934153769 0.2946858724378607
183.48405793137223 190.1403241777562 145.78178834139558 0.5507555110498035
90.79726561456349 35.035309378647376 19.774806490572573 0.5424988482694241
278.94766190580197 81.54707219066277 167.6889970582033 0.10223863630750833
108.89637460500893 258.39182805212863 55.9054658284396 0.41667124308741604
282.74625818948607 74.68323391560239 84.06423977114544 0.4725756502502952
330.3655629428532 379.28719279921523 115.95954108772638 0.5085187084194911
248.84533783139355 69.12358067333375 253.91288610054215 0.37368360525349636
368.4492546629972 326.1634312924977 207.88788998071027 0.49473063002791784
53.602576619741555 118.12373173162439 254.89926187057426 0.5669811333513984
373.90471976987436 128.27635062746612 358.99313660796184 0.5350824922167412
200.4599380983884 228.31523829235408 213.31639343341996 0.1263779649120748
103.71495144645301 217.20529251914763 134.0529389352999 0.5238307553561342
16.348968430608846 55.515730531666705 294.0575478831317 0.4558973388494406
11.476566370908133 146.92275692413375 132.45296193258676 0.24219537554989398
45.71988632415636 74.54261970367945 57.50470927287181 0.318962853080816
368.59396806260065 25.838309571351743 300.80079334884795 0.07126556788134272
278.65825492512056 180.17028590315664 232.08539078238385 0.29316459449862337
315.41024721309094 206.13086603710377 110.53012647605736 0.06350183319851459
19.713642088722803 265.0105122341706 371.8774698444271 0.30017672170213455
372.13071040247695 39.068616931926236 86.93465856569549 0.07077756131701345
93.64012250278873 279.85810890720177 109.96064503971118 0.10946960748710814
209.95266405895362 204.85685715060328 220.5017709977677 0.5519248198800673
260.81121818975225 266.56505902402694 160.944255029427 0.2776923628950184
159.7308562731993 75.58530265301067 34.459376401829026 0.42606387090585307
395.0623552299682 238.03491136879177 352.52036408925073 0.017554202687776854
344.3681109325191 222.08281609550002 242.75930429649748 0.017817006950156998
371.98074735362974 341.3989604921808 188.1314072941456 0.16535898356767878
278.2915248411328 264.48185535322204 360.93756334633383 0.4385940359935311
65.68205080756019 189.7820765822805 111.05943913004188 0.48143560764273163
64.50600553894037 170.0036021137136 205.77045443006315 0.07445024751457323
133.22624485078288 269.79472790868607 46.31641345740816 0.4718168508093753
329.5420207363168 104.17025073715662 295.78409915534246 0.403695696991635
239.06825326298755 324.44967598501654 164.9881231821349 0.34760374502389296
262.96808469864584 285.4119014148716 343.70721349575786 0.010868379675183547
40.57668566451429 13.503605119619369 373.8188268268635 0.3794622434880017
46.41851987916826 317.43337842290543 28.209220821848064 0.30095265399262144
14.834804506659768 219.63956779257737 398.5447682126801 0.044794849093805954
106.58598061672566 135.90697625077757 236.94452473317452 0.3112251657361794
253.7785665728531 59.10124638849518 90.39781069503896 0.1442128999545282
126.16512865490917 271.2708879883424 29.588972712038725 0.00597058203772629
76.08755083132459 186.09705478929584 76.60515792897371 0.400695966825182
234.89773002349332 49.420796392203854 324.15788814576644 0.5254629972876439
198.34404296657178 182.6353545946883 275.54027365917767 0.35133599881912364
68.19933604626311 101.95205636188581 306.63896353957733 0.45142737642272657
123.67470406494606 28.306629537075725 49.97365731725248 0.3802032998631113
227.2609853592265 320.1369379613922 269.2957413813817 0.4254611804116864
259.6606405715582 128.48744727947428 384.6318657497578 0.16401418817006075
184.94752898250775 83.27872964540907 57.73011400696698 0.356720408167064
129.53469935777107 127.907039202691 382.1260610814337 0.1499476254605201
260.63126727851125 272.61693692822587 52.087991671637106 0.5953130631588327
55.85756043915969 149.97445325254475 135.53153273655317 0.2822884379535401
253.20014150494353 88.65311683064876 166.97295693442737 0.21627456187537042
125.19539538133864 108.20052612154211 242.7729913476333 0.3210548639107118
106.35208902766944 352.3497804593206 373.54300270042154 0.13304219995535163
153.52399014125083 170.44186916260654 294.0808398237194 0.5775303446185244
69.33970131744894 169.21465139626406 126.7835096806285 0.5369156458737636
