B^{1/4}[MeV], Delta[MeV], m_s[MeV], c[1] 
198.56140880693448 54.89588638369759 51.40466102660923 0.5764814795436758
203.1831697468971 69.12588040812415 129.98308024515126 0.413912327482266
207.78098771845376 93.23998756890118 188.07858444574686 0.4038006675230586
208.83976582196763 45.160359817840565 211.64478467526698 0.5384088477680242
205.20254468768778 56.414761371124165 73.32211386145666 0.1184559838833124
177.63681142877675 138.3272140438111 109.97499276265366 0.5125533073222578
197.58917897937567 75.16487309585362 199.8413452153426 0.2591495867638028
178.2795502240171 74.75054797212847 72.23550274658581 0.3957750914956673
199.1519750635042 82.3017594367592 53.8755965396039 0.34350903042921194
208.7506589126355 38.402771432611644 228.54973708027987 0.3551477536601016
189.2378515775197 29.810658200968007 151.76840796316912 0.3357161594541658
200.49972333238532 105.28644391329505 215.5866103214419 0.3146156951935515
186.65239162411223 43.17379340755591 149.79602145780314 0.563284138059664
199.71987029443144 80.53799855867558 241.39038562635164 0.19626430578297385
207.74948378165269 25.436193363149382 182.4214131457268 0.0008957028309772185
183.53925243156058 10.178319720270588 221.96484620713562 0.5914302958599961
205.80167210447118 94.70522424806391 169.53914085785829 0.2934292280890728
208.05410084189174 104.48611371782862 68.05168619455497 0.2195396032351746
196.52589455172927 10.140427355628987 90.72569161961559 0.25979234534211215
203.24387672496647 24.416494754551234 168.7021695978679 0.2904641310145751
188.66729187109888 99.50618454624343 123.59797488691729 0.16896384096687492
183.20471774593662 27.914539500627797 228.69220683648143 0.24331964927489108
176.21092366729408 107.87788054666103 172.19246829216894 0.3704819782366505
191.72782883534757 96.64789414477498 96.10419447001249 0.23794483687127854
209.99618503853787 143.27592156004047 117.46176782156141 0.30647712277997646
202.99857278131256 95.45309653966324 66.18480689403061 0.5221263181462866
181.70758338203424 122.3831993624321 117.19110094019733 0.26085113545330196
207.37947801425145 90.84846910924506 183.55565700954352 0.42866182587708196
184.7926934434628 109.46234275704273 113.1146572278968 0.32640552716530247
183.2821850092612 134.10967663592626 180.42964123063666 0.169185593530566
194.36590830628916 62.32536970296171 215.2875432234183 0.10396264341857105
182.83130959024047 119.3348501212358 236.84015839058085 0.4192037119079039
197.73279739567982 14.427477949682855 222.62004539222332 0.17074734874597958
188.8492968458904 28.94754400079287 103.78520513269154 0.5154767978364448
206.25135526880047 39.56580046698235 173.79575901193914 0.332468926355669
182.71181994317413 79.73449512665061 216.0637673078383 0.3496687320837106
189.90100650507148 32.149309193814936 125.20542009797053 0.34282632272593966
176.88927544419528 28.793365399964493 97.89988520984812 0.303519954426231
193.4676463016263 97.4881285706257 138.21328579990944 0.3288939514360618
180.55568228540764 140.97112009932187 111.4775035933379 0.47336587556938997
176.45341878138652 77.08135300049267 58.64527391848455 0.15478505535648862
199.13475427887514 140.28237261425562 86.34704258340125 0.2585193705139104
198.93759089486466 96.50655482516746 243.8305437043445 0.3880215536269551
208.55803098695569 99.61206645769539 189.99052071706754 0.031215805252682926
199.21111435499142 71.61590495723095 142.017760854147 0.26708817123139394
186.36149649607307 96.18699240643804 67.93356171331254 0.07572881114499734
187.5310798426239 104.66589358245601 51.100938960419384 0.38022546501747806
198.22740264324707 40.20298136914667 206.21657810984303 0.08698533451406976
179.71604062023033 133.24737666580324 55.86508538434132 0.5997934248220864
186.5133114315422 37.7142796661241 197.83441788180292 0.14241261643604766
