B^{1/4}[MeV], Delta[MeV], m_s[MeV], c[1] 
249.21369369233824 3.2143721349670806 118.90387500679904 0.22383803349752207
214.64529345466192 5.687790580159923 96.99009520832102 0.33998491967613265
251.73489438031774 197.69117983975133 96.84543202140127 0.8910496017425806
204.8089466519716 205.00185689701263 104.57937439188754 0.20777819942109998
189.37050300812848 145.30509887775798 93.26879386633206 0.024434432165627906
278.80622680953167 27.344973252275352 89.36627558755491 0.8262222552258282
152.37805896783354 83.92653536442131 117.8808912196436 0.4142147186960067
296.5254269757661 269.4740486874221 80.94720929891231 0.38337972959949196
286.3827335906369 12.934170509885746 103.45384500583937 0.8432548278715676
287.9910893878283 12.312816133957671 117.77759818951664 0.10937954237014891
288.9411726895114 271.5542165051764 95.49467040114374 0.8292588396504417
253.7905551129969 9.570219677947877 96.14417589859364 0.12039783051767583
196.14634478928218 39.26094042441138 102.53226843398367 0.02194552034381847
261.5484300825706 31.143375586631382 118.22724183223485 0.5092957945427166
298.12255788359226 292.91324430939267 95.55025887016342 0.1593113242057812
162.51875984367 140.73505206751358 97.03076821566034 0.8795818647614025
147.71968589719864 53.950893113122945 106.98025108194649 0.7614498713583749
251.71097094947112 16.66415666248694 93.73420436476414 0.9941365843046419
202.26435175243876 289.0853811891492 89.59123425397553 0.6583817871139152
251.64704427646444 260.55988353677577 84.27341975657635 0.5767337218781985
263.11025558678756 286.6314232325577 117.12120480697718 0.5402658729748641
278.5769071069145 67.2728468327342 115.97347757573002 0.5910202663980533
209.88038305194485 37.00329134345887 96.28640666745815 0.26562348012579917
165.258444457796 176.7265798868271 104.50171057563755 0.48810617106040055
157.3789357706772 188.7085579421926 96.33336570212725 0.3863759194380566
207.14504873945245 216.7235580912643 117.98319591413315 0.6013379739895922
298.8445428761279 84.8968472126814 87.09181332585612 0.06630195918292858
194.31426647293887 149.8381032607489 119.57747112796102 0.5236278713254138
152.05832043478424 222.59702928505584 95.83321086378925 0.09136808001128871
166.33443989623012 239.7776726491279 90.01803795014347 0.5660746920516849
172.07822864369098 177.53708351431 109.52337965706604 0.6978756207497924
279.09261715351397 186.2255377335372 88.31859125439395 0.39183747951284653
280.2346649615637 114.91579841698942 115.0573090037044 0.7538317825928448
152.63120724573173 297.37037257062514 85.143644352715 0.11000013510371776
247.2508555510292 203.39536563728663 98.50296839131038 0.8727646100973538
193.0090443825694 75.05784126911152 117.01936134873719 0.0678456357870949
299.5443511541368 152.2203537591689 97.94037676186018 0.28331101168911854
