B^{1/4}[MeV], Delta[MeV], m_s[MeV] 
177.53329636366834 98.93827644441542 166.9097167864004
195.70898422387913 77.69632111634841 177.42029438255273
210.09553027548836 88.28431872343563 127.60549247605512
191.38263124035834 84.85913319233586 152.45795187604136
189.6054482304576 106.45907285081432 152.06307152201606
193.97376958362665 96.82928256281748 127.55346861673023
198.20166387479475 93.27758494067186 122.25530779266046
189.4855776556221 111.58455782385128 151.099338428548
189.00654111291473 108.32300073607139 115.8914047548624
185.8465451324013 58.438759333820904 136.12433537476304
175.97290275424808 91.6002626307636 131.8213953530008
194.73672137741406 43.663118902071325 101.55394491935155
191.5417869581499 121.59563037137046 103.22277381417311
188.77834145214865 94.1211770315853 159.26624343552317
202.57066954645924 117.31595123537856 138.2207167150213
194.63032166543013 118.62325083002226 160.40940796696603
199.71073071734082 108.78692798236494 126.4711722469504
188.73690255600272 91.33960563048312 189.20628815799057
193.41309865822575 89.01622015395506 141.5547236857232
192.1395836756249 130.7880727351567 169.2664669502567
200.06259182851136 62.36740019370597 107.90378512986601
187.71767636670285 106.73514061857595 158.01168348767473
197.8610807655406 82.3675184775455 95.66685595733105
196.6871566094626 86.75693304388913 138.01551005642386
179.7797999961773 113.64569494643342 169.3629858147607
193.32644466243462 112.4883964365374 164.40842632933075
196.5470740221665 113.84398787135254 95.15670558047069
186.25772267976998 110.41823732581528 210.79175072569168
192.77884625481127 91.45173189592384 210.47983608797801
188.49908334598285 81.05897315851972 140.25756164768853
188.62349093295285 74.18501588700731 113.91196169229391
190.15443590590186 104.28190662667309 135.87535799591814
188.88136418126058 116.69745561024472 88.99124718592559
188.792538911815 72.66327356176703 162.14349502555137
188.70244830598372 98.94730580205531 171.28007236694322
189.85037671621876 107.81106402235666 115.52997346514235
183.153696211922 98.1094994911106 181.90106939854337
186.29564954750202 79.51124228065319 130.85332186649228
187.28644686364618 64.62628255370531 134.4929049069044
183.7080865145862 91.66314623243171 164.27298632468953
202.9432444667494 120.35713263895838 197.24268966761065
193.33531579828525 106.85220969496083 85.42769369560547
197.0864516034669 122.71343844222085 174.16847704362286
190.21276220568492 78.72521682979409 174.44419090332568
194.94850331991262 95.71289065204975 106.40829275942437
190.6927551696986 93.11704735903129 170.84194361155156
192.01426674428498 103.26167906754621 136.00075621309878
195.02591507134633 117.74504892224813 173.98136018343294
185.7630661272943 109.77015734114435 235.27767800210756
191.77852039931938 89.59982368838517 142.1320592726792
191.37240909689794 102.8161247682144 182.79224804514132
188.39939570807616 87.73269331297459 161.2660805212176
195.79481520286552 78.52932711889244 166.56507527134005
201.39741571655534 104.21395728305572 169.52052097056125
197.60448187825196 103.36439006236093 146.96865801016767
189.24208418024963 104.43657324733587 133.34134985575935
191.48459313031375 92.3170568884354 89.4000910732107
196.94860247539395 104.15104019095251 147.50241388051185
196.02634952607636 105.28567577298587 168.492965001092
187.8383665003096 115.31436389335417 173.72145891389266
185.90033106149397 108.08698100006283 176.6881100338407
198.81150700996898 84.83746473413224 108.1127547733105
188.19410110186269 99.39265890443276 121.42402791674247
196.3644249323776 107.33842578473227 188.05086613616749
197.00440597728092 78.696692088163 158.4896546204482
193.88020094477042 82.98123841634002 200.01846514591608
195.0910927194938 105.74894034705385 133.9017021076894
194.02494704504082 111.2734043590076 149.98337168972722
185.46304870820106 119.56423005308025 143.1148873255468
192.7113727560483 112.02442006999775 181.36846561574586
205.30639561536577 83.05163807182649 123.7883798998481
190.48750601528667 68.65655427587191 184.70287258706935
182.34974957375516 139.40858429546006 106.28555707389253
196.70522803189507 81.96453710885564 157.74085392240704
191.83597270673414 98.58739451957089 163.7939794982214
195.11855008156166 77.53929538785316 146.65908553046344
193.02740291201087 130.61930565384608 135.09406336091865
196.62145309052488 140.9087153237171 156.0095039345552
188.5341782675433 94.58499110922779 163.2203040438181
192.0552915805882 99.9682347211173 147.01831964402572
199.44775564696616 97.30315974102534 145.97163145662583
192.43421691470672 108.25087427796065 126.03380874285182
185.50990991261892 103.48201572168728 157.48466458582135
192.11966774671984 121.49832702200247 164.580103883606
192.46001044324487 96.82954480462725 135.73654324640304
190.0496529126627 115.10754591390227 115.79153981840533
203.52878374435622 119.56609401700608 118.0160845903176
198.77495945619546 89.19104141772274 139.1438538163307
185.56814265537406 104.38254239147697 208.90783540119622
186.46224468131828 82.82816487483322 143.21550463000236
202.998981301411 114.90846678793922 125.5960225065563
193.78933221097944 87.67044763139484 166.3675795401577
203.46317533995654 127.44678570876547 184.04359665075205
192.31864283771614 98.86614198281455 122.22974316202217
196.64476509628622 79.31965687625699 134.51435979748763
199.8921097890972 130.2618280719982 164.58279391464455
190.3690841255486 131.33756630576227 195.43478967721845
200.64191867023436 87.36081167071643 155.50675398140092
193.30477072725122 96.83266271192872 131.7459792706067
186.04799770320164 102.10456620112376 130.68894581177736
183.39209178461687 98.57239929193094 110.28306453314599
188.25390471183601 99.8745674039722 150.40029885149178
193.8297161976029 87.682104213767 152.6373175216006
206.3619176249912 98.30719697700944 195.28840653255122
192.34297903642988 128.31281429474603 157.5948588328218
190.44552316570739 93.04450481392182 204.48309093481782
197.4435258069347 116.67655926627404 142.46979021020556
199.77505197178385 106.6054407133183 213.82558486978124
184.108620767788 93.128254786343 169.11380894839385
191.11599439646605 94.04745467876054 157.08384390585215
192.8515013623183 99.86883818689783 188.8091484505438
193.12246003791722 119.68862984966631 150.08007322061582
186.28524651543 90.27445089184347 108.79186250388233
191.6108504972906 94.58476642473579 161.87820858025637
194.0195789913691 91.614181533549 53.300717234931625
187.79603136832233 109.69107984362199 96.83606465533703
201.52295863862992 96.71832185612627 131.7440542137984
190.95400121496013 50.30056447390026 156.43475802084347
199.60744022664804 105.0536868263876 138.70772927775738
195.36286487162945 107.3064226175293 137.11872208932982
193.5435743936748 95.60031453023979 129.86220047635985
187.24876898137776 118.13451283395604 150.12746402818374
198.7203632524122 69.86208695529332 164.64055877147587
200.4359765698366 105.1091852800614 174.73976906803637
192.96452649750475 90.72134151653698 132.63420760741343
184.89551342263596 107.19108109752054 136.70838607269775
201.55250317935773 117.4682760866653 205.69487501624872
196.32814718856113 107.65431573633194 121.32505163099755
200.13591950121187 104.56278341046664 163.53780883529086
191.84617467120665 106.72195910906338 173.17009173231952
189.98169134647475 98.0336897687194 135.231536616032
189.2731963760287 115.2580852178858 146.80549920133117
191.54217236688623 78.63021146341887 95.071348016357
191.411531386934 117.09845503165457 120.93891593639896
195.12644138677038 118.9904633091336 155.3566836346151
189.81366149845462 95.68361928813749 142.22677806592387
197.68979005848857 106.55140084984035 169.01500414147964
188.68245367374843 98.50132103298637 89.71975980947333
187.6682798033964 97.24903526459526 93.44594444461674
192.87522477098253 87.4725362352495 128.32229339346625
201.20320815829297 59.464304832613905 205.41460724716433
196.31120775594215 89.31969383814668 131.44089746567647
183.0523498960153 112.65220873633649 185.32388607467013
191.68377774573722 123.07704542735749 153.5072519823079
191.91712069136886 86.6328422787233 162.9846732509263
191.2770092460667 95.45608360462154 140.45661713738068
184.2658493191053 130.57744440821577 126.80607390466587
192.87479277969874 60.65495942952467 171.2711232326895
181.69192356949458 106.4456305646537 143.84125175280937
189.79451823397454 104.04379767590827 211.32713857559398
201.8199196444448 93.30971596023346 179.98980937802182
195.1131447158174 93.28966481822805 178.0466109099486
185.43156634406026 102.35408124849695 207.0534165933065
190.26851317201704 127.20520139930056 157.42439199596734
189.24334219698858 97.7778807660033 135.42118053250798
189.89597187964281 98.0174305270469 135.34272241247263
192.92581534693653 133.63143149903448 145.39108780716654
208.69980599767734 77.31872845736689 157.88210890955253
200.86577049165214 109.20159537258621 173.15585889434186
188.7310740798438 109.1276118976449 113.32788414553573
195.27528850655827 76.45940789897955 168.84779265524043
191.08770539261113 124.26902375327859 183.86981651075416
191.76331292740306 125.02652022485015 133.99190769331935
194.17872710164207 105.64349928237189 151.1727604283833
191.8039619147113 110.55408956232004 134.6007434285369
186.4433572921949 117.05708490368062 116.76419646965442
190.68044150052836 102.60815891908904 130.41016119171553
190.71783699757208 87.79822180846499 142.0883129001801
186.84851081853006 100.1697846616817 124.76107870610824
177.24701926332224 97.118324107918 212.2446325510692
190.64489503337128 91.96663145390099 118.76041977237895
182.6670055983392 68.7679798175096 170.32329349381138
189.60283102464373 123.29920233608343 135.0283143119284
194.95560855779894 78.03785343967088 110.27529210961688
202.4886985008827 71.23374157008294 144.53814480520776
192.89077660617582 97.31864371512668 116.91443809978759
192.95102514120597 126.41972193465045 162.95554337481138
200.33996060062483 96.1183209492084 164.3722224104126
190.7936787519606 121.29524735153502 142.67772471304758
182.39185712718205 110.72761456037516 186.8860405968806
184.46761318179085 112.21872359353765 136.48181106894526
203.05418931948935 102.52128672120261 166.76592658997978
184.08008860345643 94.33636568907804 179.88799440799397
202.58609615853769 95.97181595325566 168.403762677665
201.2401129655483 87.94756562604053 129.37040417510164
203.09113601057192 126.50430391400519 153.43902506467364
201.1653816852431 102.17597147310427 169.00361181486448
198.45547515383072 133.67574847734346 121.90441367540329
194.54728162614362 90.93367668954296 163.5622777468059
189.0984453982001 84.75691751613432 137.42315994348223
206.4371002277345 100.69036582304955 147.37051336718702
185.2034424460311 105.51689476212452 141.64845840917417
189.90495804005778 120.5559846457446 127.47499865231451
192.92065671971272 88.17216211565477 119.72058370671498
198.80183095633785 108.9184488911345 163.8833489404839
206.26580227785252 92.60664264040886 172.1021667400678
189.03970422824213 82.4894976204283 137.57753825237515
187.16702431663836 92.56068762170165 150.36762817126993
194.82856136667846 119.10293895193333 134.83225232641817
198.3637124662256 119.36719692693235 173.15981060640817
190.00561145898132 108.549184661442 97.96134685566224
196.9705854813442 74.86525317713962 146.46019756752068
198.74287620994033 129.27707716071262 162.09073977691153
200.4400754998342 48.88066262763767 197.71547961919606
191.10705614290472 106.77150212360772 177.5316913240671
199.51108429002545 113.19371592473472 176.511245045608
192.3602469045914 111.66867778164134 162.75187981507239
180.95995279975736 134.19009140006827 151.51926848130765
193.61090450066752 82.7509744966234 146.9760560631107
189.41905074743144 128.6861932890267 181.2609323660072
187.4299746936629 89.6332258328218 166.3231574447771
188.59990891656454 92.47111159597587 154.41251056302303
194.05235900578845 83.93874028682579 183.32218860484846
200.7485356728959 129.1270278875797 110.90916755284073
184.26321102035442 91.58178163685699 141.939828228042
196.58353152659583 117.5097814710399 129.89774570811457
188.0567600564622 87.88137764571636 158.08055117291335
196.5223484438178 99.00141086247547 166.22771387476433
189.48809467434194 88.24283851756041 143.15253548510117
196.16978390031105 105.7941553603781 107.57168671765746
198.75236055053614 97.92686330111675 156.74804438762757
190.74419940501906 80.483681394289 110.36137124781459
197.9478264795151 101.95128535769784 106.1476780155757
195.09725983092744 98.67752203992013 203.96782839597316
187.61911111251683 84.41509541684555 201.9529349366165
189.96072689686116 116.10048120731506 159.59641293071329
187.47528661603906 81.8477560500722 206.30603794149067
201.20855044390734 81.0227995995038 162.16517672039953
191.7089992695212 109.54492961576528 167.83139690140172
191.64138138448956 99.99374530836624 103.4260706468649
187.83793281247617 87.44184982481119 203.78528777405126
195.08518791063125 144.77412430793572 115.46055470489803
192.8471228116915 87.31941768086782 109.45013070127307
200.7344272512581 89.03426823187196 143.83280562662796
193.35316036845919 90.55502846246485 147.52515905306646
198.96680201350858 98.14505814768624 238.27102891881924
198.59043435690734 78.76211886323044 146.01017378953028
200.5726255099816 106.95108664827211 206.6693086841799
191.50479060079314 123.52805493044289 166.98432047610402
192.75294610723856 113.50112745434681 150.32287413524733
193.1721932835125 95.9121087585166 179.76651477651762
190.94986423429003 54.17825378127842 171.72713213355874
196.5966119126534 80.15836019042368 167.59454392431627
188.74044582329307 99.0355127811194 174.09662549100926
183.99210308824271 105.29258825799594 143.91634481446002
200.05527567742377 83.62036774247366 132.81848847332088
198.85582246510327 93.64600363492652 184.45570348795755
193.8698440896421 96.2279242199278 153.01490434831393
192.40531523985408 98.76742318534009 181.56452233067614
203.77910937446288 63.77338584572139 113.06588471388598
187.44698010916898 91.83132386492524 154.29124023907312
193.41386834674606 89.97912212768337 166.3084172981757
193.6387247374962 97.77801574608715 164.00616143014926
186.55199668035513 83.48302555062399 131.5855540397104
184.02640863792 107.6267598804469 145.0662720513247
194.3574463343866 110.82453576427365 159.98651140598062
202.04753215635625 151.34473259127418 176.9136841628714
187.99442005224154 102.17249832578341 125.50602273335024
187.96197490718114 121.32754448038438 145.6862768557399
188.4651642010875 81.33298021687723 165.9653134459113
191.33679128654742 88.02755766168767 165.3445750670489
197.6259864635661 59.855489754008886 155.6154524602523
195.47105288518273 85.50760581663165 158.22172568202927
203.27285752543983 95.66110552119063 146.86053875763122
192.4038320700382 99.6377193312703 164.19764808716758
186.2972364022412 84.71343206952615 148.91624731493474
193.0136835160833 97.18715066018834 200.835629790372
195.52446188044826 89.87841628009551 144.7181224593044
193.50528895419924 109.36394738804476 144.54997998077658
187.98899376537727 86.68964798955126 148.57804101240654
182.00100596405503 105.3304004437756 143.80668127597295
197.61455931311335 68.26866545836788 127.74083780491722
189.39249314799648 99.20269092229285 163.98921661792417
202.03077380555607 92.35244134969828 168.17384545194363
193.5131786130379 113.20729433017685 188.6756007352934
190.45625120826784 116.10409246030473 123.87808420526378
191.66609365461593 87.23024471945213 159.58247643156358
194.89471770879325 87.43883731357582 118.74836429870217
186.31762295460265 112.29652665612285 179.98644888588666
200.03436321585545 115.9716173404105 116.42304771346042
182.48564630758443 119.32576534450476 201.0595004650283
188.6941169827206 60.42859740374881 159.0498653944864
185.5033515602817 83.33772088497545 160.0654117881441
186.932801048705 105.56157529914799 144.73941375252122
191.03014061575436 97.64715088759657 152.68913068064512
185.78622538518803 96.17699446757211 121.97863872287391
199.77143607527682 91.4049086840619 110.35308751599601
193.37289776404955 77.83121836595012 202.1063007872298
192.3949756351899 105.9022880298522 154.50383306346498
189.65217237034815 117.2161780040756 130.73111890974258
188.60861464380022 108.07049703154765 118.69686634436472
